Title,Description,Tips
"Bachelor's Button Seeds Classic Fantastic","A gorgeous range of blue shades from deep azure to subtle sky blue sets this stunning mix apart from other Bachelor’s Buttons varieties. A pollinator magnet, these 3-foot-tall plants make a great addition to the cutting garden as well. Don’t forget the flowers are edible!65 - 70 daysSun: 6-12 hrsSprouts in 7-14 daysSeed Depth: 1/4 inchIdeal Temperature: 60-75 FPlant Spacing: 6-10” apartFrost Hardy: YESCentaurea cyanus"," Sow in place in fall or winter in mild winter climates or early spring where winters are severe. Space plants 8-12 inches. Removing spent blooms prolongs the blooming season. Self-sows freely."
"Bachelor's Button Seeds Classic Romantic","With a soft and romantic mix of pinks, blushes, ivory, and magenta tones (and some bicolors), this elegant mix refines and redefines the cornflower into a high-end floral design element. We love this mix for arrangements, beds, and borders, and don’t forget the flowers are edible, too! A range of pollinators adore this mix; you’ll find the 3-foot-tall plants buzzing with action. Full SunSprouts in 7-14 DaysSeed Depth: 1/4\"Ideal Temperature: 60-75 FPlant Spacing: 6-10\" Frost Hardy: YesCentaurea cyanus"," Annual. Sow in place in fall or winter (mild winter climates) or early spring where winters are severe. Space plants 8-12 inches. Removing spent blooms prolongs the blooming season. Self-sows"
"Bachelor's Button Seeds Fireworks","Set off an explosion of color with this patriotic mix of red, white, and blue cornflowers. Plants stand 30 inches tall and are excellent for pots, beds, borders and, of course, the cutting garden. Time the planting right and you’ll have an incredibly festive Fourth of July floral display! Pollinators will flock to this glorious mix. Full SunSprouts in 7-14 DaysSeed Depth: 1/4\"Ideal Temperature: 60-75 FPlant Spacing: 6-10\" Frost Hardy: YesCentaurea cyanus"," Annual. Sow in place in fall or winter (mild winter climates) or early spring where winters are severe. Space plants 8-12 inches. Removing spent blooms prolongs the blooming season. Self-sows"
"Bachelor's Button Seeds Mauve Lady","These delicate blooms range from lavender to mauve, atop long and strong stems! The 3- to 3.5-foot plants are a perfect choice for pollinator gardens and cut flower operations, as well as meadows, beds, and borders. 65 - 85 daysSun: 6-12 hrsSprouts in 7-14 daysSeed Depth: 1/4 inchIdeal Temperature: 60-75 FPlant Spacing: 6-10” apartFrost Hardy: YESCentaurea cyanus"," Sow in place in fall or winter in mild winter climates or early spring where winters are severe. Space plants 8-12 inches. Removing spent blooms prolongs the blooming season. Self-sows freely."
"Bachelor's Button Seeds Pinkie","Sweetheart pink double petals add charm and cheer to pollinator gardens, beds, borders, and containers. Plants reach 2.5 feet tall, covered in bubblegum colored blooms that are indeed edible.90 daysSun: 6-12 hrsSprouts in 7-14 daysSeed Depth: 1/4 inchIdeal Temperature: 60-75 FPlant Spacing: 6-10” apartFrost Hardy: YESCentaurea cyanus"," Sow in place in fall or winter in mild winter climates or early spring where winters are severe. Space plants 8-12 inches. Removing spent blooms prolongs the blooming season. Self-sows freely."
"Bachelor's Button Seeds Red Boy","A deep crimson spin on the beloved Bachelor’s Buttons. Droves of pollinators will flock to these lipstick-red blooms. Plants grow to 3 feet tall and are excellent for containers. A delightful edible flower, perfect for salads and edible garnish. 90 daysSun: 6-12 hrsSprouts in 7-14 daysSeed Depth: 1/4 inchIdeal Temperature: 60-75 FPlant Spacing: 6-10” apartFrost Hardy: YESCentaurea cyanus"," Sow in place in fall or winter in mild winter climates or early spring where winters are severe. Space plants 8-12 inches. Removing spent blooms prolongs the blooming season. Self-sows freely."
"Balloon Flower Seeds Blue","This striking blue perennial flower has a rich history that offers much more than meets the eye. Named for their unique blooming pattern, the buds expand like an inflated balloon until they burst open into a gorgeous blue star. Two-foot-tall plants will set off tons of explosive little blooms late into the season, when many other flowers are spent. An ancient medicinal plant native to Asia, it was introduced to the west by Robert Fortune, who is famously remembered as a tea thief from England. Fortune donned a disguise to enter China in the 1800s in order to steal tea plants for the British government. Balloon flower roots are appreciated for having antimicrobial, antibacterial, and other medicinal qualities. The roots are used in Asian food, and are especially popular in Korea and China. (Note: The roots are edible, but please do not eat the leaves or flowers!) 6-8 hours of SunSprouts in 10-30 DaysIdeal Temperature: 65-70 Degrees FSeed Depth: Surface SowPlant Spacing: 12-18\"Frost Hardy: YesPlatycodon grandiflorus","Perennial zones 3-9. Sow seeds indoors 6 - 8 weeks before last frost, or direct sow after. Surface sow, lightly pressing into soil; do not cover. Transplant or divide only when absolutely necessary--resents root disturbance."
"Balloon Flower Seeds Fairy Snow","Here is something super special and new in balloon flowers! These dwarf plants bear ivory blooms with subtle lavender striping. The plants grow less than 10 inches tall, while their blooms expand like an inflated balloon until they burst open into a gorgeous, shimmering star. The roots of balloon flowers are edible and are typically used in Asian cuisine. Perennial in zones 3 - 96-8 hours of SunSprouts in 10-30 DaysIdeal Temperature: 65-70 Degrees FSeed Depth: Surface SowPlant Spacing: 12-18\"Frost Hardy: YesPlatycodon grandiflorus apoyama"," Sow seeds indoors 6 - 8 weeks before last frost, or direct sow after. Surface sow, lightly pressing into soil; do not cover. Transplant or divide only when necessary-resents root disturbance."
"Balloon Flower Seeds Fuji Blue","These large blue blooms will expand like an inflated balloon until they burst open into a gorgeous blue star. Two-foot-tall plants will set off tons of explosive little blooms late into the season, when many other flowers are spent. Plants average 20 inches tall, each its own small galaxy of blue stars, larger than traditional balloon flower. The roots of balloon flowers are edible and are typically used in Asian cuisine. Perennial in zones 3 - 96-8 hours of SunSprouts in 10-30 DaysIdeal Temperature: 65-70 Degrees FSeed Depth: Surface SowPlant Spacing: 12-18\"Frost Hardy: YesPlatycodon grandiflorus"," Sow seeds indoors 6 - 8 weeks before last frost, or direct sow after. Surface sow, lightly pressing into soil; do not cover. Transplant or divide only when necessary-resents root disturbance."
"Balloon Flower Seeds Fuji Pink","Behold the beloved balloon flower in a silky soft pink color. Platycodon is a favorite perennial flower; its balloon-shaped blossoms open to a unique star shape, a transformation fascinating to watch on a summer day. Perennial in zones 3 - 96-8 hours of SunSprouts in 10-30 DaysIdeal Temperature: 65-70 Degrees FSeed Depth: Surface SowPlant Spacing: 12-18\"Frost Hardy: YesPlatycodon grandiflorus"," Sow seeds indoors 6 - 8 weeks before last frost, or direct sow after. Surface sow, lightly pressing into soil; do not cover. Transplant or divide only when necessary-resents root disturbance."
"Balloon Flower Seeds Fuji White","The beloved balloon flower in an ivory color. Plants average 20 inches tall, each its own small galaxy of white stars, larger than traditional balloon flower. These easy-to-grow perennial plants are so fun to grow. Perennial in zones 3 - 96-8 hours of SunSprouts in 10-30 DaysIdeal Temperature: 65-70 Degrees FSeed Depth: Surface SowPlant Spacing: 12-18\"Frost Hardy: YesPlatycodon grandiflorus"," Sow seeds indoors 6 - 8 weeks before last frost, or direct sow after. Surface sow, lightly pressing into soil; do not cover. Transplant or divide only when necessary-resents root disturbance."
"Banana Plants Truly Tiny (2 plants) ships prompt","We believe this to be one of the smallest edible banana varieties. The “truly tiny” plants mature at just 2-4 feet tall, making them ideal for greenhouse culture or growing incontainers, which is how this variety should be grown in most of the country. The leaves are very ornamental, with purple-red splashes. These plants yield a dessert-type banana. This crop is easy to grow in the south, and bears fruit rather quickly for such a large plant. Truly Tiny banana can grow as far north as Zone 8 with protection or in heated greenhouses orsunrooms farther north. We love growing bananas in our Missouri greenhouse and get a crop in under a year. Please consider these terms before ordering live plants: Most plants will be 7 inches to 12 inches tall. Please make sure you are ready for your order in your zone as these young, tender plants generally have no resistance to cold. Plant Care Instructions: Unless in frost-free south or west, grow in pots to bring indoors for the cold months. Plant in gallon-sized pot (with drainage holes), filled with very light, well-drained potting mix. Thrives between 67 (nighttime low) and 80 degrees (daytime high) but can tolerate temps outside this range. Keep plants well watered. Fertilize with 5-5-5 or 10-10-10 once a month. Transplant into larger pots as necessary. Do not remove dead or dying leaves. WARNING: PLANTS ARE VERY YOUNG AND TENDER. DO NOT PUT OUTSIDE UNTIL ALL DANGER OF FROST HAS PASSED.",""
"Barley Seeds Purple Karma","This ancient grain from Tibet has been having a remarkable resurgence in popularity, as it has been recognized as a supremely nutritious and exceptionally tasty hulless heirloom barley. In 1924, an American collected this purple barley in Tibet and brought it back to the U.S., where the seeds were stored at the USDA seed repository for nearly 100 years. Victoria and Tom Blake, two professors at the University of Montana, told Pat Hayes of Oregon State University about an amazing purple barley in the seed bank, which they called Purple Karma. Hayes plucked this remarkable variety from obscurity and was floored with its delicious nutty flavor. Since then, this purple tinged, awned barley variety has gained a cult following among foodies and farmers alike.90 days 6-12 hours of SunSprouts in 7-10 DaysIdeal Temperature: 50-75 Degrees FSeed Depth: 1/2\"Plant Spacing: 1-2\"Frost Hardy: YesHordeum vulgare","Sow into well-worked, moderately fertile soil in early spring, or late autumn in mild-winter areas. Does best in cool conditions, fairly dry soil. "
